ID,Title,type,address,valor,city,bedrooms,short_description,about_constructions,mapa,confort,vacancies,investments_repeater,imagem_principal,status
229517,Natu,apartamento,"R. Dionísio de Camargo, 110 - Bela Vista, Osasco - SP","R$ 400.000,00",osasco,"a:2:{i:0;s:9:""2-quartos"";i:1;s:8:""1-quarto"";}","Um lugar único. Onde sua vida se completa naturalmente.","SABE AQUELA HISTÓRIA “QUALIDADE DE VIDA, MESMO, SÓ NO MEIO DA NATUREZA”?
E se eu te contar que você pode viver assim também na cidade. Aqui mesmo, pertinho de você. Viver bem não precisa ser uma busca complicada. E muito menos demorada.
É só sair do automático, otimizar seu tempo, encontrar o seu lugar e lembrar de quem você é. Deixar as coisas fluírem naturalmente.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.9289631239403!2d-46.78602362361969!3d-23.53505726062846!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff44aafb8fc5%3A0xaaccec2ac17ace34!2sNatu%20Vertical%20Gardens!5e0!3m2!1spt-BR!2sbr!4v1697320637938!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",18,"a:2:{i:0;s:7:""2-vagas"";i:1;s:6:""1-vaga"";}",2,229325,"a:1:{i:0;s:7:""em-obra"";}"
229520,"DUQ Central Houses",apartamento,"R. Duque de Caxias, 614 - Centro, Barueri - SP","R$ 670.000,00",osasco,"a:3:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";i:2;s:9:""3-quartos"";}","Uma torre única de apartamentos com a metragem que Barueri sempre quis."," A localização privilegiada de uma das ruas mais tradicionais da cidade. Além de um lazer completo e generoso para deixar seu dia a dia muito mais ativo e exclusivo.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14634.897536782208!2d-46.8733935!3d-23.5064349!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf03e6c3dd7bef%3A0x30cd301b61327442!2sDUQ%20Central%20Houses!5e0!3m2!1spt-BR!2sbr!4v1697323094883!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",14,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,229443,"a:2:{i:0;s:7:""em-obra"";i:1;s:16:""breve-lancamento"";}"
229521,"Canto da Mata",apartamento,"R. Conde Luiz Eduardo Matarazzo, 261 - Cidade São Francisco, Osasco - SP","R$ 1.300.000,00",osasco,"a:3:{i:0;s:9:""2-quartos"";i:1;s:9:""3-quartos"";i:2;s:9:""4-quartos"";}","A natureza está  em cada um de nós","É através dela que nos conectamos com as nossas raízes. Sentimos a nossa essência respirando o ar puro do alto da mata. E recarregamos as nossas energias ouvindo o canto que vem das árvores.

Quando o sol ilumina o céu, encontramos paz e tranquilidade. Passamos a viver a vida real, sem filtros.
Olhamos para dentro e enxergamos quem somos. E descobrimos um lugar onde podemos viver, sentir e nos conectar.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.249904330125!2d-46.7642393!3d-23.559466500000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce55f478341947%3A0xc16741829d53c87c!2sR.%20Conde%20Luiz%20Eduardo%20Matarazzo%2C%20261%20-%20Cidade%20S%C3%A3o%20Francisco%2C%20Osasco%20-%20SP%2C%2005356-000!5e0!3m2!1spt-BR!2sbr!4v1699826157045!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7,"a:1:{i:0;s:7:""2-vagas"";}",3,231237,"a:1:{i:0;s:7:""em-obra"";}"
229523,"Alto da Mata",apartamento,"R. Conde Luiz Eduardo Matarazzo, 271 - Cidade São Francisco, Osasco - SP","R$ 1.728.000,00",osasco,"a:2:{i:0;s:9:""3-quartos"";i:1;s:9:""4-quartos"";}","Um lugar onde podemos viver, sentir e nos conectar.","A natureza está em cada um de nós.
É através dela que nos conectamos com as nossas raízes.
Sentimos a nossa essência respirando o ar puro do alto da mata.
E recarregamos as nossas energias ouvindo o canto que vem das árvores.
Quando o sol ilumina o céu, encontramos paz e tranquilidade. Passamos a viver a vida real, sem filtros.
Olhamos para dentro e enxergamos quem somos.
E descobrimos um lugar onde podemos viver, sentir e nos conectar.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.252184948048!2d-46.76716422361897!3d-23.559384561521703!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce558e2c868765%3A0x50382a7df8cd6ff3!2sR.%20Conde%20Luiz%20Eduardo%20Matarazzo%2C%20271%20-%20Cidade%20S%C3%A3o%20Francisco%2C%20Osasco%20-%20SP%2C%2005356-000!5e0!3m2!1spt-BR!2sbr!4v1697434420626!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",15,"a:1:{i:0;s:7:""3-vagas"";}",1,229559,"a:1:{i:0;s:7:""em-obra"";}"
229638,Iconic,apartamento,"R. Dr. Alcídes da Costa Vidigal, 129 - Centro, Osasco - SP","R$ 570.000,00",osasco,"a:3:{i:0;s:9:""3-quartos"";i:1;s:9:""2-quartos"";i:2;s:8:""1-quarto"";}","Chega um imóvel ícone na cidade","Osasco recebe um novo conceito de viver com qualidade de vida e bem-estar, em um projeto icônico localizado na região mais bem servida da cidade.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3658.031835459538!2d-46.78490772361988!3d-23.5313573604926!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceffc887b0faf1%3A0xdcb89bc5a13b2f51!2sIconic%20Osasco!5e0!3m2!1spt-BR!2sbr!4v1697729931653!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",9,"a:1:{i:0;s:7:""2-vagas"";}",2,229657,"a:1:{i:0;s:7:""em-obra"";}"
229673,"Helbor New Patteo",apartamento,"Av. Analice Sakatauskas, 867 - Bela Vista, Osasco - SP","R$ 480.000,00",osasco,"a:2:{i:0;s:9:""3-quartos"";i:1;s:9:""2-quartos"";}","A Essência do Sucesso Residencial em Expansão","O Helbor New Patteo traz o consagrado conceito de residencial de sucesso da cidade de São Paulo, proporcionando uma experiência única aos moradores. Esse projeto inovador combina o conforto e a exclusividade de um lar moderno com a conveniência de ter um mall com tudo o que você precisa ao seu alcance.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.412227205367!2d-46.782510223600084!3d-23.55363386131044!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceffdb370ec6a5%3A0x6d7452a341e808a3!2sHelbor%20New%20Patteo%20Osasco!5e0!3m2!1spt-BR!2sbr!4v1697998609312!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5,"a:1:{i:0;s:6:""1-vaga"";}",3,229674,"a:1:{i:0;s:7:""em-obra"";}"
229720,Legend,apartamento,"R. Antônia Bizarro, 163 - Vila Osasco, Osasco - SP","R$ 840.000,00",osasco,"a:2:{i:0;s:9:""2-quartos"";i:1;s:9:""3-quartos"";}","Nosso legado fará parte da sua história","Nascemos anônimos para construir nosso próprio destino e fazermos da nossa jornada, uma bela história!
Inspirados por espaços grandiosos e por realização de sonhos, chegamos a um importante momento do nosso legado!","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.7724497020536!2d-46.78275602360073!3d-23.54068536083492!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff0ccf4c0fa5%3A0x893ebeac6b943c77!2sR.%20Ant%C3%B4nia%20Bizarro%2C%20163%20-%20Vila%20Osasco%2C%20Osasco%20-%20SP%2C%2006083-160!5e0!3m2!1spt-BR!2sbr!4v1698089846203!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",16,"a:2:{i:0;s:7:""2-vagas"";i:1;s:7:""3-vagas"";}",2,230578,"a:1:{i:0;s:16:""breve-lancamento"";}"
229863,Fiori,apartamento,"Av. Copacabana, 525 - Empresarial 18 do Forte, Barueri - SP","R$ 480.000,00",barueri,"a:1:{i:0;s:8:""1-quarto"";}","Viva o poder da natureza","Inspirado nos projetos mais premiados do mundo, no melhor bairro de Alphaville, em frente ao parque 18 do forte. Glamour e sofisticação.
Morar no Fiori Alphaville é estar rodeado pelo que há de melhor em segurança, qualidade de vida, sofisticação e facilidades.
A região conta com a excelência em educação, gastronomia e lazer privilegiado pelo belo parque de 22 mil m2 de área verde.
O ELO PERFEITO ENTRE A SOFISTICAÇÃO, VOCÊ E A NATUREZA.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.3201030300074!2d-46.8553517236022!3d-23.484977058792374!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf039d9c73502f%3A0xd3d3bbdde12e0f5f!2sFiori%20Alphaville!5e0!3m2!1spt-BR!2sbr!4v1698353145911!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4,"a:2:{i:0;s:7:""0-vagas"";i:1;s:6:""1-vaga"";}",3,229879,"a:1:{i:0;s:7:""em-obra"";}"
229864,Shape,apartamento," Av. Copacabana, 394 - Empresarial 18 do Forte - Alphaville, Barueri - SP","R$ 520.000,00",barueri,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Disruptivos, inquietos, apaixonados e inovadores","Desafiamos as leis da arquitetura e criamos um empreendimento icônico e atemporal","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7318.616676840883!2d-46.853027!3d-23.485401!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf02467374a9e5%3A0x2e80d22bbb3dc72e!2sAv.%20Copacabana%2C%20500%20-%20Empresarial%2018%20do%20Forte%2C%20Barueri%20-%20SP%2C%2013104-082!5e0!3m2!1spt-BR!2sbr!4v1698353559852!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",2,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",3,229866,"a:1:{i:0;s:6:""pronto"";}"
229928,"On The Park",apartamento,"Av. Andrômeda, 2.000 - Alphaville, Barueri - SP","R$ 660.000,00",barueri,"a:3:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";i:2;s:9:""3-quartos"";}","Seu mundo visto de cima.","O privilégio de ter um parque aos seus pés e uma vista extraordinária.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.2800117925576!2d-46.8729992746722!3d-23.486421728851358!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf03ae023407f1%3A0x6b23cdec4ea861d4!2sGreen%20Valley%20Office%20Park!5e0!3m2!1spt-BR!2sbr!4v1698693952678!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5,"a:3:{i:0;s:7:""0-vagas"";i:1;s:6:""1-vaga"";i:2;s:7:""2-vagas"";}",5,229939,"a:1:{i:0;s:7:""em-obra"";}"
229929,Oásis,apartamento,"Al. Washington, 824 - Alphaville, Barueri - SP","R$ 780.000,00",barueri,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Um oásis pra você chamar de seu","Crie histórias únicas no Oásis, o verdadeiro paraíso
Um paraíso inserido em um ambiente de natureza exuberante.
O design elegante e atemporal do Oásis, com suas linhas orgânicas e sua imponência, tem inspiração nos resorts mais sofisticados do mundo.
","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.214571553433!2d-46.865524023602!3d-23.488779658931687!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf03f8f822d859%3A0x140462401b3db493!2sOASIS%20HOME%20RESORT%20-%20CNA%20SPITALETTI!5e0!3m2!1spt-BR!2sbr!4v1698696788453!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",5,229994,"a:1:{i:0;s:7:""em-obra"";}"
230039,Singular,casa,"Av. Marcos Penteado de Ulhôa Rodrigues, 3095, Santana de Parnaíba - SP","R$ 2.760.000,00",santana-do-parnaiba,"a:3:{i:0;s:9:""3-quartos"";i:1;s:9:""2-quartos"";i:2;s:9:""4-quartos"";}","Naturalmente do seu jeito","Um lugar repleto de personalidade inspirado em uma identidade única: a sua.
","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4770.161133076364!2d-46.8461592236025!3d-23.46681485812756!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf02f53870c3af%3A0xce44ce3089f03b27!2sAv.%20Marcos%20Penteado%20de%20Ulh%C3%B4a%20Rodrigues%2C%203095%2C%20Santana%20de%20Parna%C3%ADba%20-%20SP!5e1!3m2!1spt-BR!2sbr!4v1698758313854!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",14,"a:3:{i:0;s:7:""3-vagas"";i:1;s:7:""2-vagas"";i:2;s:7:""4-vagas"";}",2,230067,"a:1:{i:0;s:7:""em-obra"";}"
230070,"Hum Bela vista",apartamento,"R. Padre Donizete, 234 - Cipava, Osasco - SP","R$ 250.000,00",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Charme e Facilidade como nenhum outro","O Hum Bela vista foi planejado para facilitar o dia a dia e otimizar seu tempo, reunindo em uma única torre espaços modernos em 4 complexos de lazer integrado, em conceito aberto e opções de plantas Loft, Apartamentos com 1 ou 2 Suítes e Duplex.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14630.581960042531!2d-46.7854331!3d-23.5452498!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff6d99fae437%3A0x6284a143ce9ff7f4!2sHUM%20Bela%20Vista!5e0!3m2!1spt-BR!2sbr!4v1698848891074!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",1,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,230431,"a:1:{i:0;s:7:""em-obra"";}"
230281,"Residencial Aut 2750",apartamento,"Av. dos Autonomistas, 2750 - Vila Yara, Osasco - SP","R$ 216.000,00",osasco,"a:2:{i:0;s:9:""2-quartos"";i:1;s:8:""1-quarto"";}","Sinta a vibração da cidade.","Toda avenida tem seu ícone. A Autonomistas acaba de ganhar o seu. 
Um projeto envolvente para encantar e surpreender seus convidados a todo momento.
Ambientes agradáveis, para conversar, relaxar ou simplesmente contemplar.
","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.88110102958!2d-46.78213962467066!3d-23.53677847881674!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff0c32df6a89%3A0x6e2d7a43974c25ec!2sAv.%20dos%20Autonomistas%2C%202750%20-%20Vila%20Yara%2C%20Osasco%20-%20SP%2C%2006090-010!5e0!3m2!1spt-BR!2sbr!4v1698848630799!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",1,"a:3:{i:0;s:7:""0-vagas"";i:1;s:6:""1-vaga"";i:2;s:7:""2-vagas"";}",2,230298,"a:1:{i:0;s:7:""em-obra"";}"
230347,"HM Smart",apartamento,"Av. José Lourenço, 284 - Jaguaribe, Osasco - SP","R$ 220.000,00",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Tudo o que sua família precisa no ponto mais valorizado da cidade!","No HM Smart Osasco você aproveita momentos incríveis sem precisar sair de casa, com uma diversidade de lazer para agradar a todas as idades e surpreender em qualquer ocasião.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14629.231414864058!2d-46.7830963!3d-23.5573844!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff075ef03cd5%3A0xcb874464d821bd76!2sHM%20Smart%20Osasco!5e0!3m2!1spt-BR!2sbr!4v1698855105427!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",1,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,230349,"a:1:{i:0;s:7:""em-obra"";}"
230365,Epic,apartamento,"R. Jubair Celestino, 63 - Pres. Altino, Osasco - SP","R$ 420.000,00",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Grandioso como seu nome","Sinta a cidade pulsar em sua volta.
Sofisticação e segurança a altura do seu bem-estar.
Localização que emana praticidade e conforto, cercada de uma ampla e diversificada infraestrutura de comércio, serviços e lazer. Para você que valoriza estar perto onde a vida acontece.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2277.7170361164913!2d-46.77294025403167!3d-23.523264372960384!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff1c1bd0007f%3A0xfbd1d13c10d75d1d!2sR.%20Jubair%20Celestino%2C%2063%20-%20Pres.%20Altino%2C%20Osasco%20-%20SP%2C%2006216-160!5e0!3m2!1spt-BR!2sbr!4v1698860594698!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",10,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,230413,"a:1:{i:0;s:7:""em-obra"";}"
230368,"Breeze Residencial",apartamento,"Rua Paulo Emydio Pereira, 40 - Bela Vista, Osasco - SP","R$ 460.000,00",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Conheça outro jeito de investir em imóveis...","Apartamentos com preço abaixo do mercado.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d14655.953577311426!2d-46.78639734441357!3d-23.545278548346076!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff6fd1ce281b%3A0x2a4d7e7cd093fe97!2sRua%20Paulo%20Emydio%20Pereira%2C%2040%20-%20Bela%20Vista%2C%20Osasco%20-%20SP%2C%2006070-200!5e0!3m2!1spt-BR!2sbr!4v1698859644356!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",8,"a:1:{i:0;s:6:""1-vaga"";}",1,230375,"a:1:{i:0;s:7:""em-obra"";}"
230432,"Aquarela Home",apartamento,"R. Adolpho Bozzi, 132 - Vila Osasco, Osasco - SP","R$ 450.000,00",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Seu novo lar no coração de Osasco","O Aquarela Home Osasco oferece espaços harmoniosos e funcionais, com diversas áreas comuns. Cada detalhe foi planejado visando o seu conforto e comodidade, criando um ambiente aconchegante para você e sua família.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.8988706594178!2d-46.786825523600804!3d-23.536139460668206!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff09a64a72a1%3A0xa461d869369b9413!2sR.%20Adolpho%20Bozzi%2C%20132%20-%20Vila%20Osasco%2C%20Osasco%20-%20SP%2C%2006086-120!5e0!3m2!1spt-BR!2sbr!4v1698933992696!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",13,"a:1:{i:0;s:6:""1-vaga"";}",1,230449,"a:1:{i:0;s:7:""em-obra"";}"
230451,"Raro Vila Isabel",apartamento,"R. São Jorge, 613 - Pestana, Osasco - SP","R$ 240.000,00",osasco,"a:1:{i:0;s:9:""2-quartos"";}","Conforto, comodidade, segurança e lazer em um só lugar!","Descubra o RARO Vila Isabel em Osasco. Apartamentos de 2 dormitórios com varanda gourmet e vaga de garagem. Localizado em uma rua tranquila, oferece comodidades como piscinas, salão de festas, fitness e playground. Viva a qualidade de vida no RARO Vila Isabel!","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1249.1935904855777!2d-46.80402063385343!3d-23.53780112734374!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff6265f0ba2b%3A0xb2df5ee61ebba951!2sRARO%20Vila%20Isabel!5e0!3m2!1spt-BR!2sbr!4v1698936781699!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",13,"a:1:{i:0;s:6:""1-vaga"";}",2,230468,"a:1:{i:0;s:7:""em-obra"";}"
