ID,Title,type,address,valor,city,bedrooms,short_description,about_constructions,mapa,confort,vacancies,investments_repeater,imagem_principal,status
231061,"Zatz Advanced",apartamento,"Av. Santo Antônio, 745 - Vila Osasco, Osasco - SP","R$ 280.000,00",osasco,"a:2:{i:0;s:9:""2-quartos"";i:1;s:8:""1-quarto"";}",Surpreenda-se,"Tenha o privilégio de morar com estilo, segurança, conforto e muita diversão deste autêntico resort no desejado bairro do Bela Vista.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.882689372282!2d-46.78788232360074!3d-23.5367213606894!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceffc0e9d9597b%3A0xaffdbd0c95f3395b!2sAdvanced%20by%20Zatz!5e0!3m2!1spt-BR!2sbr!4v1699461608010!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3,"a:1:{i:0;s:6:""1-vaga"";}",2,231087,"a:1:{i:0;s:7:""em-obra"";}"
231088,"Ekko Live 3 e 4 Alpha - Casas",casa,"Av. Honório Álvares Penteado, 2016 - Colinas da Anhanguera, Santana de Parnaíba - SP","R$ 2.057.000,00",santana-do-parnaiba,"a:2:{i:0;s:9:""2-quartos"";i:1;s:9:""3-quartos"";}","O equilíbrio perfeito entre o luxo e a natureza","Casa e Apartamentos. Conceito de condomínio clube com casas gourmet, apartamentos e coberturas duplex. O cuidado e a consideração de todos os aspectos que fazem deste empreendimento algo único e especial. Ele se destaca a ênfase na experiência sensorial e emocional que os terão ao viver aqui, representando o cuidado e atenção que foi dedicada para criar um ambiente que estimule os sentidos.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3660.208831658445!2d-46.84071412430448!3d-23.45293055761827!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cefdd3f1110261%3A0x80bbcc5f384ca747!2sEkko%20Live%203%20Alphaville!5e0!3m2!1spt-BR!2sbr!4v1699552144662!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",20,"a:3:{i:0;s:7:""3-vagas"";i:1;s:7:""2-vagas"";i:2;s:6:""1-vaga"";}",1,231128,"a:1:{i:0;s:7:""em-obra"";}"
231140,"Ekko Live 3 e 4 Alpha - Apartamentos",apartamento,"Av. Honório Álvares Penteado, 2016 - Colinas da Anhanguera, Santana de Parnaíba - SP","R$ 1.254.000,00",santana-do-parnaiba,"a:3:{i:0;s:9:""2-quartos"";i:1;s:9:""3-quartos"";i:2;s:9:""4-quartos"";}","O equilíbrio perfeito entre o luxo e a natureza","Casa e Apartamentos. Conceito de condomínio clube com casas gourmet, apartamentos e coberturas duplex. O cuidado e a consideração de todos os aspectos que fazem deste empreendimento algo único e especial. Ele se destaca a ênfase na experiência sensorial e emocional que os terão ao viver aqui, representando o cuidado e atenção que foi dedicada para criar um ambiente que estimule os sentidos.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3660.208831658445!2d-46.84071412430448!3d-23.45293055761827!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cefdd3f1110261%3A0x80bbcc5f384ca747!2sEkko%20Live%203%20Alphaville!5e0!3m2!1spt-BR!2sbr!4v1699552144662!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",12,"a:2:{i:0;s:7:""3-vagas"";i:1;s:7:""2-vagas"";}",8,231130,"a:1:{i:0;s:7:""em-obra"";}"
231154,"Icon Residencial",apartamento,"R. Horácio Manley Lane, 153 - Raposo Tavares, Osasco - SP","R$ 500.000,00",osasco,"a:1:{i:0;s:9:""2-quartos"";}","Sinta-se em casa","Plantas com excelente aproveitamento de espaço e lazer completo.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3656.465280063441!2d-46.811729799999995!3d-23.5876407!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce5546deb4c97d%3A0x992b34ff18360095!2sR.%20Hor%C3%A1cio%20Manley%20Lane%2C%20153%20-%20Raposo%20Tavares%2C%20Osasco%20-%20SP%2C%2006149-000!5e0!3m2!1spt-BR!2sbr!4v1699561047654!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3,"a:1:{i:0;s:6:""1-vaga"";}",6,231181,"a:1:{i:0;s:16:""breve-lancamento"";}"
231192,"Ekko Outline",apartamento,"Av. Santo Antônio, 1889 - Centro, Osasco - SP","R$ 660.000,00",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Dentro ou fora, transmite sentimentos e expressa personalidade.","O conceito de personalidade dos ambientes da linha Ekko Group identifica seus hábitos e otimiza a maneira com que você interage com cada um deles. 

Em outras palavras: antecipamos suas necessidades, reprojetando espaços utilizados com pouca frequência, para que eles tornem-se, a cada dia, ainda mais a sua cara. 

Este conceito facilita o dia a dia, conecta pessoas e objetivos, e melhora a relação com a sua vida. 

Afinal, acreditamos e defendemos que: quanto mais o lar for a sua cara, mais você transforma ao seu redor.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14630.885254405139!2d-46.7763257!3d-23.5425239!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff139974d111%3A0xd20aecf2bb61b7af!2sOutline%20BY%20EKKO%20GROUP!5e0!3m2!1spt-BR!2sbr!4v1699615181543!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7,"a:1:{i:0;s:6:""1-vaga"";}",5,231193,"a:1:{i:0;s:7:""em-obra"";}"
231236,"Vista Golf",apartamento,"R. João Oxisque, 105 - Vila Yara, Osasco - SP","R$ 950.000,00",osasco,"a:2:{i:0;s:9:""2-quartos"";i:1;s:9:""3-quartos"";}","A sofisticação de viver bem.","Sofisticar é deixar refinado, ser elegante e ter estilo. E, na hora de escolher onde morar, sofisticado é viver ao lado da natureza, com qualidade de vida e em uma região que você escolheu para chamar de sua.

Quem conhece a Vila São Francisco, dificilmente resiste aos seus encantos. A cidade possui paisagens maravilhosas – e pode ser apreciada por diversos ângulos. Afinal, acreditamos e defendemos que: quanto melhor a sua relação com o seu bairro, mais você transforma o redor.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.5133470866435!2d-46.76793920000001!3d-23.5499997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff67690fbeb1%3A0xb0e199730b63142!2sR.%20Jo%C3%A3o%20Oxisque%2C%20105%20-%20Vila%20Yara%2C%20Osasco%20-%20SP%2C%2006028-160!5e0!3m2!1spt-BR!2sbr!4v1699830969883!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5,"a:3:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";i:2;s:7:""3-vagas"";}",5,231275,"a:1:{i:0;s:7:""em-obra"";}"
231305,"Ekko Alto da Mata",apartamento,"R. Conde Luiz Eduardo Matarazzo, 261 - Cidade São Francisco, Osasco - SP","R$ 1.700.000,00",osasco,"a:2:{i:0;s:9:""3-quartos"";i:1;s:9:""4-quartos"";}","A natureza está em cada um de nós.","É através dela que nos conectamos com as nossas raízes. Sentimos a nossa essência respirando o ar puro do alto da mata. E recarregamos as nossas energias ouvindo o canto que vem das árvores.

Quando o sol ilumina o céu, encontramos paz e tranquilidade. Passamos a viver a vida real, sem filtros.
Olhamos para dentro e enxergamos quem somos. E descobrimos um lugar onde podemos viver, sentir e nos conectar.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14629.00811204341!2d-46.7645911!3d-23.5593902!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce55bcb8f883e9%3A0x4d8253e65fc12944!2sAlto%20da%20Mata!5e0!3m2!1spt-BR!2sbr!4v1699884495468!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7,"a:2:{i:0;s:7:""3-vagas"";i:1;s:7:""4-vagas"";}",3,231312,"a:1:{i:0;s:7:""em-obra"";}"
231337,"Reserva Golf Residencial",apartamento,"Av. Dr. Martin Luther King, 1520-1672 - Umuarama, Osasco - SP","R$ 2.100.000,00",osasco,"a:1:{i:0;s:9:""4-quartos"";}","Sofisticação e estilo com qualidade de vida."," São condomínios verticais de apartamentos de alto padrão que expressam sofisticação e estilo de vida, sem abrir mão da qualidade de vida, em uma localização privilegiada e estratégica. 

Este conceito BY EKKOGROUP facilita o dia a dia, conecta pessoas e objetivos, e melhora a relação com a sua vida. Afinal, acreditamos e defendemos que quanto mais o lar for a sua cara, mais você transforma ao seu redor.
","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14629.168471512248!2d-46.7651507!3d-23.5579498!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce55ddc973848d%3A0x545d5196f987980d!2sReserva%20Golf%20S%C3%A3o%20Francisco!5e0!3m2!1spt-BR!2sbr!4v1699933165042!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7,"a:2:{i:0;s:7:""3-vagas"";i:1;s:7:""4-vagas"";}",3,231341,"a:1:{i:0;s:7:""em-obra"";}"
231429,"Smart Flow",apartamento,"Av. José Lopes Lázaro, 318 - Pres. Altino, Osasco - SP","R$ 370.000,00",osasco,"a:3:{i:0;s:6:""studio"";i:1;s:8:""1-quarto"";i:2;s:9:""2-quartos"";}","O mais novo smart que nasceu da vontade de encurtar distâncias","Morar próximo à estações de trem e metrô, hoje, é sinônimo de exclusividade. Agora se essa estação for a extensão da sua casa, melhor ainda. Este conceito de mobilidade facilita trajetos, conecta pessoas e destinos, e melhora sua relação com a cidade.
Afinal, defendemos a liberdade de ir e vir porque acreditamos que: quanto mais tempo disponível, mais você transforma o redor.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7316.0600482554955!2d-46.76776344169319!3d-23.53142251148628!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff35ba5b565f%3A0x92e651bd4ea3c97!2sSmart%20Flow%20Altino!5e0!3m2!1spt-BR!2sbr!4v1699976611054!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7,"a:3:{i:0;s:7:""0-vagas"";i:1;s:6:""1-vaga"";i:2;s:7:""2-vagas"";}",2,231448,"a:1:{i:0;s:7:""em-obra"";}"
231457,"Smart Connect",apartamento,"R. Salém Bechara, 320 - Centro, Osasco - SP","R$ 370.000,00",osasco,"a:3:{i:0;s:6:""studio"";i:1;s:8:""1-quarto"";i:2;s:9:""2-quartos"";}","Você não precisa permanecer on-line para ficar conectado. ","Para atender uma nova geração que busca um estilo de vida aliado a praticidade e a comodidade, a linha SMART vem com um portfólio de produtos inteligentes, dinâmicos, modernos e compactos. Com ambientes integrados, desenvolvemos um empreendimento que foi projetado nos mínimos detalhes para um público conectado.
O conceito inteligente de integração dos ambientes da linha SMART reconhece seus hábitos e otimiza a maneira com que você interage com cada um deles. Em outras palavras: antecipamos suas necessidades, reprojetando espaços utilizados com pouca frequência, para que eles tornem-se, a cada dia, ainda mais funcionais. Este conceito facilita o dia a dia, conecta pessoas e objetivos, e melhora sua relação com a sua vida. Afinal, acreditamos e defendemos que: quanto mais tempo disponível, mais você transforma ao seu redor.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.795325038845!2d-46.78016312361961!3d-23.539862860804757!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff9047b07d1f%3A0xb6190d9f0891717!2sSmart%20Connect!5e0!3m2!1spt-BR!2sbr!4v1699978516272!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",9,"a:3:{i:0;s:7:""0-vagas"";i:1;s:6:""1-vaga"";i:2;s:7:""2-vagas"";}",2,231482,"a:1:{i:0;s:7:""em-obra"";}"
231484,"Smart Golf",apartamento,"R. João Oxisque, 183 - Vila Yara, Osasco - SP","R$ 310.000,00",osasco,"a:3:{i:0;s:6:""studio"";i:1;s:8:""1-quarto"";i:2;s:9:""2-quartos"";}","Funcionalidade para quem enxerga longe","Ser smart é entender as suas necessidades e entregar as melhores soluções para deixa a vida ainda melhor. Conheça um novo conceito que redefine os espaços e dá mais liberdade para o seu estilo de vida.
São studios de 31m² com sala/dormitório integrados aos demais ambientes, ideais para quem deseja espaços dinâmicos e flexíveis.
Para quem não abre mão de conforto e lazer, aproveite facilidades como salão de festas, espaço gourmet, salão de jogos, sauna, SPA, academia e muito mais.
E para fechar em grande estilo, a localização precisa ser estratégica. O Smart Golf está na Vila Yara, um dos melhores bairros de Osasco, perto de estações de trem, da USP, shopping e supermercados.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.507157567196!2d-46.76979132361946!3d-23.550222161185026!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff83a0fba679%3A0xa35efecc8716e77c!2sSmart%20Golf!5e0!3m2!1spt-BR!2sbr!4v1699980600220!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",10,"a:3:{i:0;s:7:""0-vagas"";i:1;s:6:""1-vaga"";i:2;s:7:""2-vagas"";}",7,231498,"a:1:{i:0;s:7:""em-obra"";}"
231590,"Smart Sky",apartamento,"R. Machado de Assis, 735 - Centro, Osasco - SP","R$ 300.000,00",osasco,"a:3:{i:0;s:6:""studio"";i:1;s:8:""1-quarto"";i:2;s:9:""2-quartos"";}","O verdadeiro lazer nas alturas","Morar no Smart Sky Bela Vista é ter um rooftop de tirar o fôlego para você viver momentos inesquecíveis. O projeto oferece elegância e bem-estar, em uma região dinâmica e com tudo ao seu alcance. Grandes momentos acontecem quando sonhamos alto, sobretudo, em um lugar acolhedor e belo até no nome.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.820835558485!2d-46.781302224670505!3d-23.538945578815238!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff0d0549af5f%3A0x10c56494cc2eb3b0!2sR.%20Machado%20de%20Assis%2C%20735%20-%20Centro%2C%20Osasco%20-%20SP%2C%2016480-011!5e0!3m2!1spt-BR!2sbr!4v1700148199353!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",11,"a:3:{i:0;s:7:""0-vagas"";i:1;s:6:""1-vaga"";i:2;s:7:""2-vagas"";}",3,231616,"a:1:{i:0;s:7:""em-obra"";}"
231617,"Smart Moment",apartamento,"Av. Santo Antônio, 1218 - Vila Osasco, Osasco - SP","R$ 490.000,00",osasco,"a:3:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";i:2;s:9:""3-quartos"";}","Feito para a sua família aproveitar os bons momentos.","O Smart Moment Bela Vista oferece comodidade e lazer completo, em uma região dinâmica e com tudo ao seu alcance. Desfrute novas experiências com as melhores companhias em um lugar acolhedor e belo até no nome.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.823909111466!2d-46.78372892361982!3d-23.53883506076694!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff6cb40d4d1d%3A0xab119a977c84a6e2!2sSmart%20Moment%20Bela%20Vista!5e0!3m2!1spt-BR!2sbr!4v1700158465262!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",10,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",5,231644,"a:1:{i:0;s:7:""em-obra"";}"
231647,"Smart Soul",apartamento,"Av. Santo Antônio, 1045 - Jardim Bela Vista, Osasco - SP","R$ 490.000,00",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Descubra emoções em um Smart pensado para o seu novo momento.","Bem-estar, praticidade e lazer completo são algumas das características do Smart Soul Bela Vista, localizado em uma região dinâmica e que é bela até no nome. Desfrute do lugar ideal para você e sua família construírem uma nova história.

","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.7240627525985!2d-46.77981942361969!3d-23.54242506089881!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cefff38255d0af%3A0xdd778c97f7910820!2sSmart%20Soul%20Bela%20Vista!5e0!3m2!1spt-BR!2sbr!4v1700159245685!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",10,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,231668,"a:1:{i:0;s:7:""em-obra"";}"
232001,Florà,apartamento,"Alameda Walker, 139 - Alphaville Empresarial, Barueri - SP","R$ 6.720.000,00",barueri,"a:2:{i:0;s:9:""3-quartos"";i:1;s:9:""4-quartos"";}","Além do extraordinário","Transcendemos o inimaginável e redefinimos o conceito de sofisticação e exclusividade em Alphaville.
Um empreendimento inspirado na natureza dentro de um condomínio fechado, em uma tranquila rua sem saída, integrado a uma área de preservação ambiental de 22 mil m². Um lugar para se conectar com o verde e desfrutar de prazeres e experiências exclusivas de alto padrão que despertam os sentidos e agradam a alma.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d914.8044095389118!2d-46.861959030349!3d-23.4886691686986!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf024b9b9d6fa9%3A0xf9d34722970c87bb!2sAlameda%20Walker%20-%20Alphaville%20Empresarial%2C%20Barueri%20-%20SP!5e0!3m2!1spt-BR!2sbr!4v1701884082705!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",10,"a:2:{i:0;s:7:""5-vagas"";i:1;s:8:""+6-vagas"";}",2,232021,"a:1:{i:0;s:7:""em-obra"";}"
232034,"We Novo Osasco",apartamento,"R. Aparecida Ivone Munhoz, 418 - Novo Osasco, Osasco - SP","R$ 180.000,00",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Um lugar tranquilo e prático, perto de tudo o que sua família mais precisa.","Excelente oportunidade de residência em proximidade a importantes rodovias, facilitando o acesso a uma variedade de locais essenciais, tais como escolas, clubes, renomadas lojas, supermercados, shoppings e serviços públicos. 

Além disso, a localização proporciona um acesso descomplicado à Rodovia Presidente Castelo Branco e ao Rodoanel, conferindo praticidade e conveniência aos moradores.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14628.114843983833!2d-46.7967434!3d-23.5674123!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce556834f8daef%3A0x6e6856230a91500a!2sWe%20Novo%20Osasco!5e0!3m2!1spt-BR!2sbr!4v1702075442848!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",1,"a:2:{i:0;s:7:""0-vagas"";i:1;s:6:""1-vaga"";}",2,232046,"a:1:{i:0;s:7:""em-obra"";}"
232049,Ilumini,apartamento,"R. Antônia Bizarro, 333 - Vila Osasco, Osasco - SP","R$ 665.000,00",osasco,"a:2:{i:0;s:9:""2-quartos"";i:1;s:9:""3-quartos"";}","Para brilhar nos céus do Bela Vista.","Concebido em um projeto com áreas extremamente iluminadas, o EDIFÍDIO ILUMINI BELA VISTA traduz verdadeiramente o sentido da palavra “luz própria”. Assim como um girassol que se posiciona em direção a luz, os ambientes do ILUMINI foram concebidos para serem contemplados por imensa ventilação e iluminação natural. 

Um projeto charmoso e sofisticado, de arquitetura moderna, para recepcionar e fazer brilhar seus caminhos todos os dias em que você volta para casa. Segurança planejada e lazer para todos os gostos e idades, com áreas para curtir sua liberdade em um belo dia de sol, são pontos marcantes no ILUMINI.
Plantas amplas e confortáveis, todas com varanda grill, são beneficiadas por imensa luz natural e clareiam sua vida com um toque de sofisticação.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.7959717852164!2d-46.7863012197032!3d-23.539839606156026!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff0c848e4cbd%3A0x9be100eed1ef1aa5!2sR.%20Ant%C3%B4nia%20Bizarro%2C%20333%20-%20Vila%20Osasco%2C%20Osasco%20-%20SP%2C%2006083-160!5e0!3m2!1spt-BR!2sbr!4v1702081980137!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,232050,"a:1:{i:0;s:7:""em-obra"";}"
